district_number,electoral_district,electoral_district_fre,party,party_fre,family_name,first_name,initials
24008,Beauport--Limoilou,Beauport--Limoilou,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Vignola,Julie,
24009,BÈcancour--Nicolet--Saurel,BÈcancour--Nicolet--Saurel,Conservative Party of Canada,Parti conservateur du Canada,…mond,Pierre-AndrÈ,
24009,BÈcancour--Nicolet--Saurel,BÈcancour--Nicolet--Saurel,New Democratic Party,Nouveau Parti dÈmocratique,Lennard,Carole,
24009,BÈcancour--Nicolet--Saurel,BÈcancour--Nicolet--Saurel,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Plamondon,Louis,
24009,BÈcancour--Nicolet--Saurel,BÈcancour--Nicolet--Saurel,Liberal Party of Canada,Parti libÈral du Canada,Rochefort,Nathalie,
24009,BÈcancour--Nicolet--Saurel,BÈcancour--Nicolet--Saurel,People's Party of Canada,Parti populaire du Canada,Synnott,Richard,
24009,BÈcancour--Nicolet--Saurel,BÈcancour--Nicolet--Saurel,Green Party of Canada,Le Parti Vert du Canada,Turcotte,David,
24010,Bellechasse--Les Etchemins--LÈvis,Bellechasse--Les Etchemins--LÈvis,Conservative Party of Canada,Parti conservateur du Canada,Blaney,Steven,
24010,Bellechasse--Les Etchemins--LÈvis,Bellechasse--Les Etchemins--LÈvis,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Bouchard-ThÈberge,SÈbastien,
24010,Bellechasse--Les Etchemins--LÈvis,Bellechasse--Les Etchemins--LÈvis,New Democratic Party,Nouveau Parti dÈmocratique,Chamroeun,Khuon,
24010,Bellechasse--Les Etchemins--LÈvis,Bellechasse--Les Etchemins--LÈvis,Christian Heritage Party of Canada,Parti de l'HÈritage ChrÈtien du Canada,Gilbert,Yves,
24010,Bellechasse--Les Etchemins--LÈvis,Bellechasse--Les Etchemins--LÈvis,Liberal Party of Canada,Parti libÈral du Canada,Harvey,Laurence,
24010,Bellechasse--Les Etchemins--LÈvis,Bellechasse--Les Etchemins--LÈvis,People's Party of Canada,Parti populaire du Canada,Johnston,Marc,
24010,Bellechasse--Les Etchemins--LÈvis,Bellechasse--Les Etchemins--LÈvis,Green Party of Canada,Le Parti Vert du Canada,Voyer,AndrÈ,
24011,Beloeil--Chambly,Beloeil--Chambly,People's Party of Canada,Parti populaire du Canada,Bernard,ChloÈ,
24011,Beloeil--Chambly,Beloeil--Chambly,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Blanchet,Yves-FranÁois,
24011,Beloeil--Chambly,Beloeil--Chambly,Parti pour l'IndÈpendance du QuÈbec,Parti pour l'IndÈpendance du QuÈbec,Blondin,Michel,
24011,Beloeil--Chambly,Beloeil--Chambly,Green Party of Canada,Le Parti Vert du Canada,Carrier,Pierre,
24011,Beloeil--Chambly,Beloeil--Chambly,New Democratic Party,Nouveau Parti dÈmocratique,DubÈ,Matthew,
24011,Beloeil--Chambly,Beloeil--Chambly,Liberal Party of Canada,Parti libÈral du Canada,Hamel,Marie-Chantal,
24011,Beloeil--Chambly,Beloeil--Chambly,Conservative Party of Canada,Parti conservateur du Canada,Laprise,VÈronique,
24012,Berthier--MaskinongÈ,Berthier--MaskinongÈ,Independent,IndÈpendant(e),BÈlanger,Alain,
24012,Berthier--MaskinongÈ,Berthier--MaskinongÈ,Conservative Party of Canada,Parti conservateur du Canada,BÈlanger,JosÈe,
24012,Berthier--MaskinongÈ,Berthier--MaskinongÈ,New Democratic Party,Nouveau Parti dÈmocratique,Brosseau,Ruth Ellen,
24012,Berthier--MaskinongÈ,Berthier--MaskinongÈ,Parti RhinocÈros Party,Parti RhinocÈros Party,Jubinville,Martin Acetaria Caesar,
24012,Berthier--MaskinongÈ,Berthier--MaskinongÈ,Green Party of Canada,Le Parti Vert du Canada,LaferriËre,…ric,
24012,Berthier--MaskinongÈ,Berthier--MaskinongÈ,Marijuana Party,Parti Marijuana,LÈgarÈ,Danny,
24012,Berthier--MaskinongÈ,Berthier--MaskinongÈ,People's Party of Canada,Parti populaire du Canada,MassÈ,Luc,
24012,Berthier--MaskinongÈ,Berthier--MaskinongÈ,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Perron,Yves,
24012,Berthier--MaskinongÈ,Berthier--MaskinongÈ,Liberal Party of Canada,Parti libÈral du Canada,Poirier,Christine,
24013,ThÈrËse-De Blainville,ThÈrËse-De Blainville,Liberal Party of Canada,Parti libÈral du Canada,Ayoub,Ramez,
24013,ThÈrËse-De Blainville,ThÈrËse-De Blainville,Green Party of Canada,Le Parti Vert du Canada,Beaudet,Normand,
24013,ThÈrËse-De Blainville,ThÈrËse-De Blainville,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Chabot,Louise,
24013,ThÈrËse-De Blainville,ThÈrËse-De Blainville,Conservative Party of Canada,Parti conservateur du Canada,Fournier,Marie Claude,
24013,ThÈrËse-De Blainville,ThÈrËse-De Blainville,Parti RhinocÈros Party,Parti RhinocÈros Party,Lamontagne,Alain,
24013,ThÈrËse-De Blainville,ThÈrËse-De Blainville,People's Party of Canada,Parti populaire du Canada,Mounanga,DÈsirÈ,
24013,ThÈrËse-De Blainville,ThÈrËse-De Blainville,Independent,IndÈpendant(e),Piano,Andy,
24013,ThÈrËse-De Blainville,ThÈrËse-De Blainville,New Democratic Party,Nouveau Parti dÈmocratique,Wolker,Hannah,
24014,Pierre-Boucher--Les Patriotes--VerchËres,Pierre-Boucher--Les Patriotes--VerchËres,People's Party of Canada,Parti populaire du Canada,Albert,Clifford,
24014,Pierre-Boucher--Les Patriotes--VerchËres,Pierre-Boucher--Les Patriotes--VerchËres,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Barsalou-Duval,Xavier,
24014,Pierre-Boucher--Les Patriotes--VerchËres,Pierre-Boucher--Les Patriotes--VerchËres,Liberal Party of Canada,Parti libÈral du Canada,Chalifoux,Simon,
24014,Pierre-Boucher--Les Patriotes--VerchËres,Pierre-Boucher--Les Patriotes--VerchËres,Conservative Party of Canada,Parti conservateur du Canada,Daviault,Mathieu,
24014,Pierre-Boucher--Les Patriotes--VerchËres,Pierre-Boucher--Les Patriotes--VerchËres,New Democratic Party,Nouveau Parti dÈmocratique,English,Sean,
24014,Pierre-Boucher--Les Patriotes--VerchËres,Pierre-Boucher--Les Patriotes--VerchËres,Green Party of Canada,Le Parti Vert du Canada,GariÈpy,Dany,
24015,Bourassa,Bourassa,Green Party of Canada,Le Parti Vert du Canada,Ashe,Payton,
24015,Bourassa,Bourassa,Independent,IndÈpendant(e),Di Iorio,Joseph,
24015,Bourassa,Bourassa,Liberal Party of Canada,Parti libÈral du Canada,Dubourg,Emmanuel,
24015,Bourassa,Bourassa,New Democratic Party,Nouveau Parti dÈmocratique,Lamour,Konrad,
24015,Bourassa,Bourassa,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Lavoie,Anne-Marie,
24015,Bourassa,Bourassa,Conservative Party of Canada,Parti conservateur du Canada,Lefebvre,Catherine,
24015,Bourassa,Bourassa,People's Party of Canada,Parti populaire du Canada,LÈger,Louis,
24015,Bourassa,Bourassa,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Roy,FranÁoise,
24016,Brome--Missisquoi,Brome--Missisquoi,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Allard,Monique,
24016,Brome--Missisquoi,Brome--Missisquoi,Liberal Party of Canada,Parti libÈral du Canada,Bessette,Lyne,
24016,Brome--Missisquoi,Brome--Missisquoi,Parti RhinocÈros Party,Parti RhinocÈros Party,Cloutier,Steeve,
24016,Brome--Missisquoi,Brome--Missisquoi,Conservative Party of Canada,Parti conservateur du Canada,CÙtÈ,Bruno,
24016,Brome--Missisquoi,Brome--Missisquoi,Veterans Coalition Party of Canada,Parti de la coalition des anciens combattants du Canada,Cotton,Lawrence,
24016,Brome--Missisquoi,Brome--Missisquoi,Green Party of Canada,Le Parti Vert du Canada,Dallaire,Normand,
24016,Brome--Missisquoi,Brome--Missisquoi,New Democratic Party,Nouveau Parti dÈmocratique,JettÈ,Sylvie,
24016,Brome--Missisquoi,Brome--Missisquoi,People's Party of Canada,Parti populaire du Canada,Poulin,FranÁois,
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,New Democratic Party,Nouveau Parti dÈmocratique,Audet,Marc,
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,Green Party of Canada,Le Parti Vert du Canada,De Luca,GrÈgory,
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Diotte,Marie-Claude,
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,Conservative Party of Canada,Parti conservateur du Canada,Hoa,Glenn,
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,Liberal Party of Canada,Parti libÈral du Canada,MendËs,Alexandra,
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,People's Party of Canada,Parti populaire du Canada,Nassif,Sam,
24018,Rimouski-Neigette--TÈmiscouata--Les Basques,Rimouski-Neigette--TÈmiscouata--Les Basques,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Blanchette-Joncas,Maxime,
24018,Rimouski-Neigette--TÈmiscouata--Les Basques,Rimouski-Neigette--TÈmiscouata--Les Basques,Conservative Party of Canada,Parti conservateur du Canada,Brassard-Fortin,Nancy,
24018,Rimouski-Neigette--TÈmiscouata--Les Basques,Rimouski-Neigette--TÈmiscouata--Les Basques,New Democratic Party,Nouveau Parti dÈmocratique,Caron,Guy,
24018,Rimouski-Neigette--TÈmiscouata--Les Basques,Rimouski-Neigette--TÈmiscouata--Les Basques,People's Party of Canada,Parti populaire du Canada,Lacombe,Pierre,
24018,Rimouski-Neigette--TÈmiscouata--Les Basques,Rimouski-Neigette--TÈmiscouata--Les Basques,Parti RhinocÈros Party,Parti RhinocÈros Party,Picker-Paquin,Lysane,
24018,Rimouski-Neigette--TÈmiscouata--Les Basques,Rimouski-Neigette--TÈmiscouata--Les Basques,Liberal Party of Canada,Parti libÈral du Canada,Pilon,Chantal,
24018,Rimouski-Neigette--TÈmiscouata--Les Basques,Rimouski-Neigette--TÈmiscouata--Les Basques,Green Party of Canada,Le Parti Vert du Canada,Rioux,Jocelyn,
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,New Democratic Party,Nouveau Parti dÈmocratique,Bourdeau,Guillaume,
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Liberal Party of Canada,Parti libÈral du Canada,Coly,RenÈ-Paul,
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Bloc QuÈbÈcois,Bloc QuÈbÈcois,D'Eer,Alain,
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Green Party of Canada,Le Parti Vert du Canada,Moisan-Domm,Samuel,
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Conservative Party of Canada,Parti conservateur du Canada,Paul-Hus,Pierre,
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,People's Party of Canada,Parti populaire du Canada,Pronovost,Joey,
24020,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,No Affiliation,Aucune appartenance,Bernier,Raymond,
24020,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,Conservative Party of Canada,Parti conservateur du Canada,Boucher,Sylvie,
24020,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,New Democratic Party,Nouveau Parti dÈmocratique,Briand,GÈrard,
24020,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Desbiens,Caroline,
24020,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,Liberal Party of Canada,Parti libÈral du Canada,Fortin,Manon,
24020,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,Green Party of Canada,Le Parti Vert du Canada,Guertin,Richard,
24020,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,Beauport-CÙte-de-BeauprÈ-Œle d'OrlÈans-Charlevoix,People's Party of Canada,Parti populaire du Canada,Parent,Jean-Claude,
24021,Ch‚teauguay--Lacolle,Ch‚teauguay--Lacolle,People's Party of Canada,Parti populaire du Canada,Benoit,Jeff,
24021,Ch‚teauguay--Lacolle,Ch‚teauguay--Lacolle,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,ChÈnier,Pierre,
24021,Ch‚teauguay--Lacolle,Ch‚teauguay--Lacolle,Parti pour l'IndÈpendance du QuÈbec,Parti pour l'IndÈpendance du QuÈbec,Gagnon,Marc,
24021,Ch‚teauguay--Lacolle,Ch‚teauguay--Lacolle,Green Party of Canada,Le Parti Vert du Canada,Haddad,Meryam,
24021,Ch‚teauguay--Lacolle,Ch‚teauguay--Lacolle,New Democratic Party,Nouveau Parti dÈmocratique,Lalime,Marika,
24021,Ch‚teauguay--Lacolle,Ch‚teauguay--Lacolle,Conservative Party of Canada,Parti conservateur du Canada,Laplante,Hugues,
24021,Ch‚teauguay--Lacolle,Ch‚teauguay--Lacolle,Liberal Party of Canada,Parti libÈral du Canada,Shanahan,Brenda,
24021,Ch‚teauguay--Lacolle,Ch‚teauguay--Lacolle,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Valdivia,Claudia,
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Parti RhinocÈros Party,Parti RhinocÈros Party,BÈlanger,Line,
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Liberal Party of Canada,Parti libÈral du Canada,Dautovic,Dajana,
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,New Democratic Party,Nouveau Parti dÈmocratique,Girard,StÈphane,
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Conservative Party of Canada,Parti conservateur du Canada,Martel,Richard,
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Tremblay,ValÈrie,
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,People's Party of Canada,Parti populaire du Canada,Voyer,Jimmy,
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Green Party of Canada,Le Parti Vert du Canada,Youde,Lynda,
24023,Compton--Stanstead,Compton--Stanstead,Bloc QuÈbÈcois,Bloc QuÈbÈcois,BenoÓt,David,
24023,Compton--Stanstead,Compton--Stanstead,Liberal Party of Canada,Parti libÈral du Canada,Bibeau,Marie-Claude,
24023,Compton--Stanstead,Compton--Stanstead,New Democratic Party,Nouveau Parti dÈmocratique,Mathieu Chauvette,Naomie,
24023,Compton--Stanstead,Compton--Stanstead,Conservative Party of Canada,Parti conservateur du Canada,Mc Neil,Jessy,
24023,Compton--Stanstead,Compton--Stanstead,People's Party of Canada,Parti populaire du Canada,Reed,Paul,
24023,Compton--Stanstead,Compton--Stanstead,Green Party of Canada,Le Parti Vert du Canada,Rousseau,Jean,
24023,Compton--Stanstead,Compton--Stanstead,Parti RhinocÈros Party,Parti RhinocÈros Party,Therrien,Jonathan,
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Liberal Party of Canada,Parti libÈral du Canada,Dhillon,Anju,
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Progressive Canadian Party,Parti Progressiste Canadien,Hu,Fang,
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Conservative Party of Canada,Parti conservateur du Canada,Laquerre,CÈline,
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Green Party of Canada,Le Parti Vert du Canada,Malette,RÈjean,
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,New Democratic Party,Nouveau Parti dÈmocratique,Morrison,Lori,
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,People's Party of Canada,Parti populaire du Canada,Torbati,Arash,
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Vaudry,Jean-FrÈdÈric,
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Parti RhinocÈros Party,Parti RhinocÈros Party,Watso,Xavier,
24025,Drummond,Drummond,Parti RhinocÈros Party,Parti RhinocÈros Party,Batrhino,RÈal,
24025,Drummond,Drummond,Green Party of Canada,Le Parti Vert du Canada,Bernier,FrÈdÈrik,
24025,Drummond,Drummond,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Champoux,Martin,
24025,Drummond,Drummond,New Democratic Party,Nouveau Parti dÈmocratique,Choquette,FranÁois,
24025,Drummond,Drummond,Conservative Party of Canada,Parti conservateur du Canada,Ebacher,Jessica,
24025,Drummond,Drummond,Liberal Party of Canada,Parti libÈral du Canada,Morales,William,
24025,Drummond,Drummond,Animal Protection Party of Canada,Le Parti pour la Protection des Animaux du Canada,Munger,Lucas,
24025,Drummond,Drummond,People's Party of Canada,Parti populaire du Canada,Paquet,Steeve,
24026,GaspÈsie--Les Œles-de-la-Madeleine,GaspÈsie--Les Œles-de-la-Madeleine,New Democratic Party,Nouveau Parti dÈmocratique,Beaulieu,Lynn,
24026,GaspÈsie--Les Œles-de-la-Madeleine,GaspÈsie--Les Œles-de-la-Madeleine,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Bernatchez,Guy,
24026,GaspÈsie--Les Œles-de-la-Madeleine,GaspÈsie--Les Œles-de-la-Madeleine,Parti RhinocÈros Party,Parti RhinocÈros Party,Cowboy,Jay,
24026,GaspÈsie--Les Œles-de-la-Madeleine,GaspÈsie--Les Œles-de-la-Madeleine,Green Party of Canada,Le Parti Vert du Canada,Drainville,Dennis,
24026,GaspÈsie--Les Œles-de-la-Madeleine,GaspÈsie--Les Œles-de-la-Madeleine,People's Party of Canada,Parti populaire du Canada,HÈbert,Eric,
24026,GaspÈsie--Les Œles-de-la-Madeleine,GaspÈsie--Les Œles-de-la-Madeleine,Liberal Party of Canada,Parti libÈral du Canada,Lebouthillier,Diane,
24026,GaspÈsie--Les Œles-de-la-Madeleine,GaspÈsie--Les Œles-de-la-Madeleine,Conservative Party of Canada,Parti conservateur du Canada,Pigeon,Jean-Pierre,
24027,Gatineau,Gatineau,New Democratic Party,Nouveau Parti dÈmocratique,Chaurette,Eric,
24027,Gatineau,Gatineau,Green Party of Canada,Le Parti Vert du Canada,Dostaler,Guy,
24027,Gatineau,Gatineau,Conservative Party of Canada,Parti conservateur du Canada,Goneau,Sylvie,
24027,Gatineau,Gatineau,People's Party of Canada,Parti populaire du Canada,Lam,Mario-Roberto,
24027,Gatineau,Gatineau,Liberal Party of Canada,Parti libÈral du Canada,MacKinnon,Steven,
24027,Gatineau,Gatineau,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Nadeau,GeneviËve,
24027,Gatineau,Gatineau,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,SoubliËre,Pierre,
24028,Hochelaga,Hochelaga,People's Party of Canada,Parti populaire du Canada,Balatsko,Stepan,
24028,Hochelaga,Hochelaga,Parti RhinocÈros Party,Parti RhinocÈros Party,Blais-Leduc,Chinook,
24028,Hochelaga,Hochelaga,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Dandenault,Christine,
24028,Hochelaga,Hochelaga,Communist Party of Canada,Parti communiste du Canada,Fortin,JP,
24028,Hochelaga,Hochelaga,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Marchand,Simon,
24028,Hochelaga,Hochelaga,Conservative Party of Canada,Parti conservateur du Canada,Marcoux,Christine,
24028,Hochelaga,Hochelaga,Liberal Party of Canada,Parti libÈral du Canada,Martinez Ferrada,Soraya,
24028,Hochelaga,Hochelaga,Green Party of Canada,Le Parti Vert du Canada,Morais,Robert D.,
24028,Hochelaga,Hochelaga,New Democratic Party,Nouveau Parti dÈmocratique,Roy-Goyette,Catheryn,
24029,HonorÈ-Mercier,HonorÈ-Mercier,Bloc QuÈbÈcois,Bloc QuÈbÈcois,Binette,Jacques,
24029,HonorÈ-Mercier,HonorÈ-Mercier,Conservative Party of Canada,Parti conservateur du Canada,Croteau,Guy,
24029,HonorÈ-Mercier,HonorÈ-Mercier,Green Party of Canada,Le Parti Vert du Canada,Cusmano,Domenico,
24029,HonorÈ-Mercier,HonorÈ-Mercier,Marxist-Leninist Party of Canada,Parti Marxiste-LÈniniste du Canada,Le Seigle,Yves,
24029,HonorÈ-Mercier,HonorÈ-Mercier,New Democratic Party,Nouveau Parti dÈmocratique,Pham,Chu Anh,
24029,HonorÈ-Mercier,HonorÈ-Mercier,Liberal Party of Canada,Parti libÈral du Canada,Rodriguez,Pablo,
24029,HonorÈ-Mercier,HonorÈ-Mercier,People's Party of Canada,Parti populaire du Canada,St-Onge,Patrick,
